question,answer,difficulty,questionLanguageId,explanationId,canonicalProblemId
"Simplify the given fraction: 3/8.","3/8","Easy","QL-007","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Easy","QL-005","ES-001","CP-001"
"Write 11/6 after cancelling common factors.","11/6","Easy","QL-008","ES-001","CP-001"
"Express 3/8 in simplest form.","3/8","Medium","QL-003","ES-001","CP-001"
"Express 5/7 as a simplified fraction.","5/7","Medium","QL-010","ES-001","CP-001"
"Simplify 36/48.","3/4","Easy","QL-001","ES-001","CP-001"
"Reduce the fraction 11/6.","11/6","Easy","QL-006","ES-001","CP-001"
"Simplify the given fraction: 3/8.","3/8","Easy","QL-007","ES-001","CP-001"
"Write 5/7 in lowest form.","5/7","Medium","QL-004","ES-001","CP-001"
"Find the lowest term form of 36/48.","3/4","Easy","QL-009","ES-001","CP-001"
"Write 11/6 after cancelling common factors.","11/6","Medium","QL-008","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Easy","QL-010","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Easy","QL-005","ES-001","CP-001"
"Write 5/7 after cancelling common factors.","5/7","Easy","QL-008","ES-001","CP-001"
"Find the lowest term form of 3/8.","3/8","Medium","QL-009","ES-001","CP-001"
"Write 11/6 in lowest form.","11/6","Easy","QL-004","ES-001","CP-001"
"Simplify 36/48.","3/4","Hard","QL-001","ES-001","CP-001"
"Write 5/7 after cancelling common factors.","5/7","Medium","QL-008","ES-001","CP-001"
"Find the simplified form of 3/8.","3/8","Medium","QL-005","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Hard","QL-010","ES-001","CP-001"
"Express 36/48 in simplest form.","3/4","Easy","QL-003","ES-001","CP-001"
"Find the lowest term form of 3/8.","3/8","Hard","QL-009","ES-001","CP-001"
"Write 5/7 in lowest form.","5/7","Medium","QL-004","ES-001","CP-001"
"Find the lowest term form of 36/48.","3/4","Hard","QL-009","ES-001","CP-001"
"Reduce the fraction 11/6.","11/6","Hard","QL-006","ES-001","CP-001"
"Express 3/8 in simplest form.","3/8","Medium","QL-003","ES-001","CP-001"
"Write 5/7 after cancelling common factors.","5/7","Hard","QL-008","ES-001","CP-001"
"Express 36/48 in simplest form.","3/4","Easy","QL-003","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Medium","QL-010","ES-001","CP-001"
"Find the simplified form of 3/8.","3/8","Hard","QL-005","ES-001","CP-001"
"Reduce 5/7 to its lowest terms.","5/7","Hard","QL-002","ES-001","CP-001"
"Write 5/7 in lowest form.","5/7","Medium","QL-004","ES-001","CP-001"
"Simplify the given fraction: 3/8.","3/8","Easy","QL-007","ES-001","CP-001"
"Reduce 11/6 to its lowest terms.","11/6","Medium","QL-002","ES-001","CP-001"
"Simplify the given fraction: 36/48.","3/4","Hard","QL-007","ES-001","CP-001"
"Express 5/7 as a simplified fraction.","5/7","Easy","QL-010","ES-001","CP-001"
"Simplify the given fraction: 3/8.","3/8","Easy","QL-007","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Hard","QL-010","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Easy","QL-005","ES-001","CP-001"
"Reduce 5/7 to its lowest terms.","5/7","Easy","QL-002","ES-001","CP-001"
"Find the lowest term form of 3/8.","3/8","Easy","QL-009","ES-001","CP-001"
"Express 36/48 in simplest form.","3/4","Easy","QL-003","ES-001","CP-001"
"Reduce the fraction 11/6.","11/6","Easy","QL-006","ES-001","CP-001"
"Simplify 3/8.","3/8","Hard","QL-001","ES-001","CP-001"
"Express 5/7 as a simplified fraction.","5/7","Easy","QL-010","ES-001","CP-001"
"Simplify 36/48.","3/4","Hard","QL-001","ES-001","CP-001"
"Reduce the fraction 11/6.","11/6","Hard","QL-006","ES-001","CP-001"
"Simplify the given fraction: 3/8.","3/8","Medium","QL-007","ES-001","CP-001"
"Write 5/7 in lowest form.","5/7","Medium","QL-004","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Hard","QL-005","ES-001","CP-001"
"Reduce 11/6 to its lowest terms.","11/6","Easy","QL-002","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Medium","QL-005","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Medium","QL-010","ES-001","CP-001"
"Simplify 3/8.","3/8","Easy","QL-001","ES-001","CP-001"
"Write 5/7 after cancelling common factors.","5/7","Easy","QL-008","ES-001","CP-001"
"Simplify the given fraction: 36/48.","3/4","Medium","QL-007","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Medium","QL-010","ES-001","CP-001"
"Find the simplified form of 3/8.","3/8","Medium","QL-005","ES-001","CP-001"
"Write 5/7 in lowest form.","5/7","Hard","QL-004","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Easy","QL-005","ES-001","CP-001"
"Reduce 11/6 to its lowest terms.","11/6","Easy","QL-002","ES-001","CP-001"
"Write 5/7 in lowest form.","5/7","Hard","QL-004","ES-001","CP-001"
"Simplify 3/8.","3/8","Medium","QL-001","ES-001","CP-001"
"Write 11/6 in lowest form.","11/6","Medium","QL-004","ES-001","CP-001"
"Find the lowest term form of 36/48.","3/4","Medium","QL-009","ES-001","CP-001"
"Write 5/7 after cancelling common factors.","5/7","Easy","QL-008","ES-001","CP-001"
"Simplify 3/8.","3/8","Medium","QL-001","ES-001","CP-001"
"Reduce the fraction 11/6.","11/6","Easy","QL-006","ES-001","CP-001"
"Simplify 36/48.","3/4","Medium","QL-001","ES-001","CP-001"
"Write 5/7 in lowest form.","5/7","Easy","QL-004","ES-001","CP-001"
"Find the lowest term form of 3/8.","3/8","Medium","QL-009","ES-001","CP-001"
"Express 3/8 in simplest form.","3/8","Easy","QL-003","ES-001","CP-001"
"Reduce the fraction 5/7.","5/7","Hard","QL-006","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Hard","QL-005","ES-001","CP-001"
"Reduce 11/6 to its lowest terms.","11/6","Hard","QL-002","ES-001","CP-001"
"Simplify the given fraction: 3/8.","3/8","Medium","QL-007","ES-001","CP-001"
"Express 5/7 as a simplified fraction.","5/7","Easy","QL-010","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Medium","QL-005","ES-001","CP-001"
"Write 11/6 after cancelling common factors.","11/6","Easy","QL-008","ES-001","CP-001"
"Find the simplified form of 3/8.","3/8","Medium","QL-005","ES-001","CP-001"
"Express 5/7 as a simplified fraction.","5/7","Easy","QL-010","ES-001","CP-001"
"Reduce the fraction 11/6.","11/6","Medium","QL-006","ES-001","CP-001"
"Simplify the given fraction: 36/48.","3/4","Medium","QL-007","ES-001","CP-001"
"Express 5/7 as a simplified fraction.","5/7","Easy","QL-010","ES-001","CP-001"
"Simplify 3/8.","3/8","Hard","QL-001","ES-001","CP-001"
"Write 11/6 in lowest form.","11/6","Easy","QL-004","ES-001","CP-001"
"Simplify 36/48.","3/4","Easy","QL-001","ES-001","CP-001"
"Reduce the fraction 5/7.","5/7","Hard","QL-006","ES-001","CP-001"
"Simplify the given fraction: 3/8.","3/8","Medium","QL-007","ES-001","CP-001"
"Write 11/6 in lowest form.","11/6","Hard","QL-004","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Medium","QL-005","ES-001","CP-001"
"Simplify the given fraction: 36/48.","3/4","Medium","QL-007","ES-001","CP-001"
"Write 11/6 after cancelling common factors.","11/6","Easy","QL-008","ES-001","CP-001"
"Express 3/8 in simplest form.","3/8","Medium","QL-003","ES-001","CP-001"
"Express 5/7 as a simplified fraction.","5/7","Easy","QL-010","ES-001","CP-001"
"Express 36/48 in simplest form.","3/4","Hard","QL-003","ES-001","CP-001"
"Reduce 11/6 to its lowest terms.","11/6","Easy","QL-002","ES-001","CP-001"
"Find the lowest term form of 3/8.","3/8","Easy","QL-009","ES-001","CP-001"
"Reduce the fraction 5/7.","5/7","Medium","QL-006","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Medium","QL-005","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Hard","QL-010","ES-001","CP-001"
"Reduce the fraction 5/7.","5/7","Easy","QL-006","ES-001","CP-001"
"Find the simplified form of 3/8.","3/8","Medium","QL-005","ES-001","CP-001"
"Reduce the fraction 11/6.","11/6","Easy","QL-006","ES-001","CP-001"
"Simplify 36/48.","3/4","Hard","QL-001","ES-001","CP-001"
"Reduce 5/7 to its lowest terms.","5/7","Medium","QL-002","ES-001","CP-001"
"Simplify 3/8.","3/8","Medium","QL-001","ES-001","CP-001"
"Reduce 11/6 to its lowest terms.","11/6","Hard","QL-002","ES-001","CP-001"
"Simplify the given fraction: 36/48.","3/4","Easy","QL-007","ES-001","CP-001"
"Reduce 5/7 to its lowest terms.","5/7","Easy","QL-002","ES-001","CP-001"
"Express 3/8 in simplest form.","3/8","Easy","QL-003","ES-001","CP-001"
"Simplify the given fraction: 3/8.","3/8","Medium","QL-007","ES-001","CP-001"
"Write 5/7 in lowest form.","5/7","Easy","QL-004","ES-001","CP-001"
"Simplify the given fraction: 36/48.","3/4","Medium","QL-007","ES-001","CP-001"
"Reduce 11/6 to its lowest terms.","11/6","Hard","QL-002","ES-001","CP-001"
"Simplify the given fraction: 3/8.","3/8","Medium","QL-007","ES-001","CP-001"
"Express 5/7 as a simplified fraction.","5/7","Hard","QL-010","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Medium","QL-005","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Medium","QL-010","ES-001","CP-001"
"Find the lowest term form of 3/8.","3/8","Hard","QL-009","ES-001","CP-001"
"Reduce the fraction 5/7.","5/7","Hard","QL-006","ES-001","CP-001"
"Write 11/6 after cancelling common factors.","11/6","Medium","QL-008","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Medium","QL-005","ES-001","CP-001"
"Reduce 5/7 to its lowest terms.","5/7","Easy","QL-002","ES-001","CP-001"
"Find the lowest term form of 3/8.","3/8","Easy","QL-009","ES-001","CP-001"
"Write 11/6 in lowest form.","11/6","Hard","QL-004","ES-001","CP-001"
"Find the lowest term form of 36/48.","3/4","Hard","QL-009","ES-001","CP-001"
"Reduce 5/7 to its lowest terms.","5/7","Medium","QL-002","ES-001","CP-001"
"Express 3/8 in simplest form.","3/8","Easy","QL-003","ES-001","CP-001"
"Reduce the fraction 11/6.","11/6","Easy","QL-006","ES-001","CP-001"
"Simplify the given fraction: 36/48.","3/4","Medium","QL-007","ES-001","CP-001"
"Find the simplified form of 36/48.","3/4","Hard","QL-005","ES-001","CP-001"
"Write 11/6 after cancelling common factors.","11/6","Easy","QL-008","ES-001","CP-001"
"Find the lowest term form of 3/8.","3/8","Medium","QL-009","ES-001","CP-001"
"Write 5/7 after cancelling common factors.","5/7","Easy","QL-008","ES-001","CP-001"
"Find the lowest term form of 36/48.","3/4","Easy","QL-009","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Easy","QL-010","ES-001","CP-001"
"Express 3/8 in simplest form.","3/8","Hard","QL-003","ES-001","CP-001"
"Express 5/7 as a simplified fraction.","5/7","Easy","QL-010","ES-001","CP-001"
"Find the lowest term form of 36/48.","3/4","Hard","QL-009","ES-001","CP-001"
"Write 11/6 in lowest form.","11/6","Medium","QL-004","ES-001","CP-001"
"Reduce 5/7 to its lowest terms.","5/7","Easy","QL-002","ES-001","CP-001"
"Express 3/8 in simplest form.","3/8","Medium","QL-003","ES-001","CP-001"
"Express 11/6 as a simplified fraction.","11/6","Medium","QL-010","ES-001","CP-001"
"Simplify 36/48.","3/4","Hard","QL-001","ES-001","CP-001"
"Reduce the fraction 5/7.","5/7","Medium","QL-006","ES-001","CP-001"
"Express 3/8 in simplest form.","3/8","Medium","QL-003","ES-001","CP-001"
"Write 11/6 after cancelling common factors.","11/6","Medium","QL-008","ES-001","CP-001"
"Simplify 36/48.","3/4","Hard","QL-001","ES-001","CP-001"
"Reduce the fraction 5/7.","5/7","Easy","QL-006","ES-001","CP-001"
"Simplify the given fraction: 3/8.","3/8","Easy","QL-007","ES-001","CP-001"
"Change 4 3/7 into an improper fraction.","31/7","Hard","QL-018","ES-002","CP-002"
"Write 32/8 in mixed fraction form.","4","Easy","QL-013","ES-002","CP-002"
"Express 31/3 as a mixed fraction.","10 1/3","Hard","QL-012","ES-002","CP-002"
"Express 3 3/8 as an improper fraction.","27/8","Medium","QL-015","ES-002","CP-002"
"Convert 8 3/12 into an improper fraction.","33/4","Medium","QL-014","ES-002","CP-002"
"Change 28/4 into a mixed number.","7","Medium","QL-017","ES-002","CP-002"
"Convert 6 2/11 into an improper fraction.","68/11","Medium","QL-014","ES-002","CP-002"
"Convert the given fraction 26/6 into mixed form.","4 1/3","Medium","QL-019","ES-002","CP-002"
"Change 4 1/11 into an improper fraction.","45/11","Medium","QL-018","ES-002","CP-002"
"Express 5 5/11 as an improper fraction.","60/11","Easy","QL-015","ES-002","CP-002"
"Change 22/10 into a mixed number.","2 1/5","Easy","QL-017","ES-002","CP-002"
"Write 2 4/6 in improper fraction form.","8/3","Hard","QL-016","ES-002","CP-002"
"Change 32/8 into a mixed number.","4","Easy","QL-017","ES-002","CP-002"
"Express 17/9 as a mixed fraction.","1 8/9","Medium","QL-012","ES-002","CP-002"
"Express 7 3/10 as an improper fraction.","73/10","Easy","QL-015","ES-002","CP-002"
"Convert the mixed fraction 6 3/12 into improper form.","25/4","Medium","QL-020","ES-002","CP-002"
"Express 1 2/7 as an improper fraction.","9/7","Easy","QL-015","ES-002","CP-002"
"Write 8 5/7 in improper fraction form.","61/7","Medium","QL-016","ES-002","CP-002"
"Change 46/10 into a mixed number.","4 3/5","Hard","QL-017","ES-002","CP-002"
"Convert the mixed fraction 2 2/6 into improper form.","7/3","Hard","QL-020","ES-002","CP-002"
"Write 6 1/12 in improper fraction form.","73/12","Medium","QL-016","ES-002","CP-002"
"Convert the given fraction 18/6 into mixed form.","3","Easy","QL-019","ES-002","CP-002"
"Change 8 3/12 into an improper fraction.","33/4","Easy","QL-018","ES-002","CP-002"
"Change 36/4 into a mixed number.","9","Medium","QL-017","ES-002","CP-002"
"Express 23/3 as a mixed fraction.","7 2/3","Easy","QL-012","ES-002","CP-002"
"Write 30/10 in mixed fraction form.","3","Hard","QL-013","ES-002","CP-002"
"Write 4 3/7 in improper fraction form.","31/7","Medium","QL-016","ES-002","CP-002"
"Write 24/8 in mixed fraction form.","3","Hard","QL-013","ES-002","CP-002"
"Express 43/7 as a mixed fraction.","6 1/7","Easy","QL-012","ES-002","CP-002"
"Convert the given fraction 26/6 into mixed form.","4 1/3","Hard","QL-019","ES-002","CP-002"
"Convert the given fraction 56/8 into mixed form.","7","Medium","QL-019","ES-002","CP-002"
"Change 4 2/8 into an improper fraction.","17/4","Medium","QL-018","ES-002","CP-002"
"Convert 38/10 into a mixed fraction.","3 4/5","Medium","QL-011","ES-002","CP-002"
"Convert the mixed fraction 2 4/10 into improper form.","12/5","Medium","QL-020","ES-002","CP-002"
"Convert the given fraction 44/4 into mixed form.","11","Easy","QL-019","ES-002","CP-002"
"Express 45/5 as a mixed fraction.","9","Hard","QL-012","ES-002","CP-002"
"Change 50/6 into a mixed number.","8 1/3","Easy","QL-017","ES-002","CP-002"
"Convert the mixed fraction 6 1/12 into improper form.","73/12","Hard","QL-020","ES-002","CP-002"
"Convert 48/8 into a mixed fraction.","6","Easy","QL-011","ES-002","CP-002"
"Convert the mixed fraction 4 3/10 into improper form.","43/10","Easy","QL-020","ES-002","CP-002"
"Write 8 4/10 in improper fraction form.","42/5","Easy","QL-016","ES-002","CP-002"
"Convert 52/4 into a mixed fraction.","13","Medium","QL-011","ES-002","CP-002"
"Express 35/7 as a mixed fraction.","5","Medium","QL-012","ES-002","CP-002"
"Convert 18/6 into a mixed fraction.","3","Easy","QL-011","ES-002","CP-002"
"Convert the mixed fraction 4 5/7 into improper form.","33/7","Easy","QL-020","ES-002","CP-002"
"Change 40/8 into a mixed number.","5","Medium","QL-017","ES-002","CP-002"
"Change 2 1/12 into an improper fraction.","25/12","Medium","QL-018","ES-002","CP-002"
"Convert the given fraction 46/10 into mixed form.","4 3/5","Medium","QL-019","ES-002","CP-002"
"Convert the mixed fraction 8 4/6 into improper form.","26/3","Medium","QL-020","ES-002","CP-002"
"Write 28/4 in mixed fraction form.","7","Medium","QL-013","ES-002","CP-002"
"Convert the given fraction 18/6 into mixed form.","3","Hard","QL-019","ES-002","CP-002"
"Convert 6 4/9 into an improper fraction.","58/9","Easy","QL-014","ES-002","CP-002"
"Convert the given fraction 20/4 into mixed form.","5","Easy","QL-019","ES-002","CP-002"
"Express 37/5 as a mixed fraction.","7 2/5","Medium","QL-012","ES-002","CP-002"
"Write 46/10 in mixed fraction form.","4 3/5","Hard","QL-013","ES-002","CP-002"
"Convert the mixed fraction 2 4/12 into improper form.","7/3","Hard","QL-020","ES-002","CP-002"
"Express 5 2/6 as an improper fraction.","16/3","Easy","QL-015","ES-002","CP-002"
"Change 4 5/11 into an improper fraction.","49/11","Easy","QL-018","ES-002","CP-002"
"Convert 26/6 into a mixed fraction.","4 1/3","Hard","QL-011","ES-002","CP-002"
"Write 6 2/9 in improper fraction form.","56/9","Easy","QL-016","ES-002","CP-002"
"Convert the mixed fraction 2 4/11 into improper form.","26/11","Medium","QL-020","ES-002","CP-002"
"Change 54/10 into a mixed number.","5 2/5","Medium","QL-017","ES-002","CP-002"
"Convert the mixed fraction 4 3/8 into improper form.","35/8","Hard","QL-020","ES-002","CP-002"
"Convert 56/8 into a mixed fraction.","7","Easy","QL-011","ES-002","CP-002"
"Express 27/7 as a mixed fraction.","3 6/7","Medium","QL-012","ES-002","CP-002"
"Convert 26/6 into a mixed fraction.","4 1/3","Medium","QL-011","ES-002","CP-002"
"Express 53/5 as a mixed fraction.","10 3/5","Medium","QL-012","ES-002","CP-002"
"Express 1 2/12 as an improper fraction.","7/6","Medium","QL-015","ES-002","CP-002"
"Write 2 3/11 in improper fraction form.","25/11","Easy","QL-016","ES-002","CP-002"
"Convert 46/10 into a mixed fraction.","4 3/5","Easy","QL-011","ES-002","CP-002"
"Convert 36/4 into a mixed fraction.","9","Easy","QL-011","ES-002","CP-002"
"Convert the mixed fraction 8 4/11 into improper form.","92/11","Medium","QL-020","ES-002","CP-002"
"Express 7 2/7 as an improper fraction.","51/7","Hard","QL-015","ES-002","CP-002"
"Change 6 4/8 into an improper fraction.","13/2","Easy","QL-018","ES-002","CP-002"
"Change 24/8 into a mixed number.","3","Medium","QL-017","ES-002","CP-002"
"Write 4 5/10 in improper fraction form.","9/2","Easy","QL-016","ES-002","CP-002"
"Convert 22/10 into a mixed fraction.","2 1/5","Medium","QL-011","ES-002","CP-002"
"Change 2 4/8 into an improper fraction.","5/2","Medium","QL-018","ES-002","CP-002"
"Change 52/4 into a mixed number.","13","Easy","QL-017","ES-002","CP-002"
"Convert the mixed fraction 8 2/10 into improper form.","41/5","Medium","QL-020","ES-002","CP-002"
"Express 49/9 as a mixed fraction.","5 4/9","Easy","QL-012","ES-002","CP-002"
"Convert the given fraction 48/8 into mixed form.","6","Hard","QL-019","ES-002","CP-002"
"Write 2 4/10 in improper fraction form.","12/5","Hard","QL-016","ES-002","CP-002"
"Change 38/10 into a mixed number.","3 4/5","Hard","QL-017","ES-002","CP-002"
"Write 8 4/12 in improper fraction form.","25/3","Medium","QL-016","ES-002","CP-002"
"Write 20/4 in mixed fraction form.","5","Medium","QL-013","ES-002","CP-002"
"Change 6 4/7 into an improper fraction.","46/7","Easy","QL-018","ES-002","CP-002"
"Write 26/6 in mixed fraction form.","4 1/3","Easy","QL-013","ES-002","CP-002"
"Change 4 3/10 into an improper fraction.","43/10","Medium","QL-018","ES-002","CP-002"
