archetypeId,canonicalProblemId,questionId,difficultyBand,questionLanguageId,stem,answer,explanationStyleId,n,expression,zeroCount,base,exponent,numberA,numberB
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:141,Medium,QL-029,Find the number of terminal zeros in the decimal representation of 868!.,214,ES-001,868,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:142,Medium,QL-006,Calculate the number of zeros at the end of 31!.,7,ES-001,31,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:143,Hard,QL-027,The value of 14550! ends with how many zeros?,3635,ES-001,14550,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:144,Hard,QL-028,How many zeros appear consecutively at the end of 4821! ?,1202,ES-001,4821,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:145,Easy,QL-005,How many trailing zeros does 28! contain?,6,ES-001,28,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:146,Hard,QL-006,Calculate the number of zeros at the end of 4135!.,1032,ES-001,4135,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:147,Medium,QL-003,Determine the number of trailing zeros in 226!.,55,ES-001,226,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:148,Easy,QL-030,The factorial of 1 is written in decimal form. How many trailing zeros does it contain?,0,ES-001,1,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:149,Easy,QL-027,The value of 76! ends with how many zeros?,18,ES-001,76,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:150,Medium,QL-005,How many trailing zeros does 342! contain?,83,ES-001,342,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:151,Medium,QL-004,Find the count of terminal zeros in 411!.,101,ES-001,411,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:152,Hard,QL-003,Determine the number of trailing zeros in 13568!.,3388,ES-001,13568,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:153,Easy,QL-006,Calculate the number of zeros at the end of 101!.,24,ES-001,101,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:154,Easy,QL-027,The value of 2! ends with how many zeros?,0,ES-001,2,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:155,Medium,QL-002,How many zeros occur at the end of 87! ?,20,ES-001,87,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:156,Medium,QL-027,The value of 248! ends with how many zeros?,59,ES-001,248,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:157,Medium,QL-006,Calculate the number of zeros at the end of 565!.,139,ES-001,565,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:158,Medium,QL-001,Find the number of trailing zeros in 94!.,21,ES-001,94,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:159,Easy,QL-006,Calculate the number of zeros at the end of 3!.,0,ES-001,3,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:160,Easy,QL-004,Find the count of terminal zeros in 39!.,8,ES-001,39,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:161,Hard,QL-029,Find the number of terminal zeros in the decimal representation of 1374!.,340,ES-001,1374,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:162,Medium,QL-002,How many zeros occur at the end of 717! ?,177,ES-001,717,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:163,Easy,QL-005,How many trailing zeros does 4! contain?,0,ES-001,4,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:164,Easy,QL-006,Calculate the number of zeros at the end of 3!.,0,ES-001,3,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:165,Hard,QL-003,Determine the number of trailing zeros in 2886!.,719,ES-001,2886,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:166,Easy,QL-028,How many zeros appear consecutively at the end of 1! ?,0,ES-001,1,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:167,Easy,QL-001,Find the number of trailing zeros in 104!.,24,ES-001,104,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:168,Easy,QL-002,How many zeros occur at the end of 7! ?,1,ES-001,7,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:169,Easy,QL-001,Find the number of trailing zeros in 18!.,3,ES-001,18,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:170,Easy,QL-001,Find the number of trailing zeros in 4!.,0,ES-001,4,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:171,Hard,QL-006,Calculate the number of zeros at the end of 15197!.,3795,ES-001,15197,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:172,Medium,QL-003,Determine the number of trailing zeros in 666!.,165,ES-001,666,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:173,Medium,QL-030,The factorial of 107 is written in decimal form. How many trailing zeros does it contain?,25,ES-001,107,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:174,Medium,QL-005,How many trailing zeros does 72! contain?,16,ES-001,72,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:175,Medium,QL-002,How many zeros occur at the end of 385! ?,95,ES-001,385,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:176,Medium,QL-027,The value of 106! ends with how many zeros?,25,ES-001,106,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:177,Medium,QL-002,How many zeros occur at the end of 947! ?,234,ES-001,947,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:178,Easy,QL-003,Determine the number of trailing zeros in 4!.,0,ES-001,4,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:179,Medium,QL-006,Calculate the number of zeros at the end of 33!.,7,ES-001,33,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:180,Hard,QL-030,The factorial of 869 is written in decimal form. How many trailing zeros does it contain?,214,ES-001,869,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:181,Medium,QL-001,Find the number of trailing zeros in 568!.,139,ES-001,568,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:182,Easy,QL-002,How many zeros occur at the end of 3! ?,0,ES-001,3,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:183,Easy,QL-027,The value of 2! ends with how many zeros?,0,ES-001,2,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:184,Medium,QL-030,The factorial of 421 is written in decimal form. How many trailing zeros does it contain?,103,ES-001,421,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:185,Medium,QL-027,The value of 84! ends with how many zeros?,19,ES-001,84,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:186,Easy,QL-006,Calculate the number of zeros at the end of 7!.,1,ES-001,7,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:187,Medium,QL-029,Find the number of terminal zeros in the decimal representation of 130!.,32,ES-001,130,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:188,Medium,QL-006,Calculate the number of zeros at the end of 93!.,21,ES-001,93,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:189,Medium,QL-027,The value of 80! ends with how many zeros?,19,ES-001,80,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:190,Hard,QL-005,How many trailing zeros does 4874! contain?,1214,ES-001,4874,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:191,Easy,QL-030,The factorial of 3 is written in decimal form. How many trailing zeros does it contain?,0,ES-001,3,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:192,Hard,QL-005,How many trailing zeros does 2052! contain?,511,ES-001,2052,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:193,Easy,QL-002,How many zeros occur at the end of 13! ?,2,ES-001,13,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:194,Easy,QL-003,Determine the number of trailing zeros in 2!.,0,ES-001,2,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:195,Hard,QL-028,How many zeros appear consecutively at the end of 17511! ?,4376,ES-001,17511,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:196,Hard,QL-005,How many trailing zeros does 10824! contain?,2702,ES-001,10824,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:197,Easy,QL-028,How many zeros appear consecutively at the end of 37! ?,8,ES-001,37,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:198,Easy,QL-029,Find the number of terminal zeros in the decimal representation of 110!.,26,ES-001,110,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:199,Easy,QL-004,Find the count of terminal zeros in 23!.,4,ES-001,23,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:200,Easy,QL-029,Find the number of terminal zeros in the decimal representation of 62!.,14,ES-001,62,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:201,Hard,QL-002,How many zeros occur at the end of 1923! ?,478,ES-001,1923,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:202,Easy,QL-001,Find the number of trailing zeros in 4!.,0,ES-001,4,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:203,Hard,QL-004,Find the count of terminal zeros in 2453!.,610,ES-001,2453,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:204,Medium,QL-003,Determine the number of trailing zeros in 210!.,51,ES-001,210,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:205,Medium,QL-002,How many zeros occur at the end of 567! ?,139,ES-001,567,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:206,Medium,QL-001,Find the number of trailing zeros in 432!.,106,ES-001,432,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:207,Medium,QL-030,The factorial of 909 is written in decimal form. How many trailing zeros does it contain?,225,ES-001,909,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:208,Hard,QL-005,How many trailing zeros does 854! contain?,211,ES-001,854,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:209,Easy,QL-028,How many zeros appear consecutively at the end of 27! ?,6,ES-001,27,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:210,Medium,QL-004,Find the count of terminal zeros in 57!.,13,ES-001,57,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:211,Hard,QL-027,The value of 1228! ends with how many zeros?,304,ES-001,1228,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:212,Easy,QL-004,Find the count of terminal zeros in 3!.,0,ES-001,3,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:213,Hard,QL-001,Find the number of trailing zeros in 4282!.,1068,ES-001,4282,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:214,Easy,QL-030,The factorial of 53 is written in decimal form. How many trailing zeros does it contain?,12,ES-001,53,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:215,Medium,QL-003,Determine the number of trailing zeros in 328!.,80,ES-001,328,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:216,Easy,QL-002,How many zeros occur at the end of 95! ?,22,ES-001,95,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:217,Easy,QL-029,Find the number of terminal zeros in the decimal representation of 2!.,0,ES-001,2,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:218,Easy,QL-004,Find the count of terminal zeros in 5!.,1,ES-001,5,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:219,Medium,QL-003,Determine the number of trailing zeros in 1244!.,307,ES-001,1244,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:220,Hard,QL-001,Find the number of trailing zeros in 13588!.,3393,ES-001,13588,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:221,Hard,QL-030,The factorial of 12701 is written in decimal form. How many trailing zeros does it contain?,3173,ES-001,12701,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:222,Medium,QL-005,How many trailing zeros does 710! contain?,176,ES-001,710,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:223,Easy,QL-006,Calculate the number of zeros at the end of 3!.,0,ES-001,3,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:224,Hard,QL-027,The value of 1268! ends with how many zeros?,315,ES-001,1268,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:225,Medium,QL-006,Calculate the number of zeros at the end of 1137!.,282,ES-001,1137,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:226,Easy,QL-029,Find the number of terminal zeros in the decimal representation of 102!.,24,ES-001,102,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:227,Hard,QL-028,How many zeros appear consecutively at the end of 15479! ?,3865,ES-001,15479,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:228,Hard,QL-005,How many trailing zeros does 696! contain?,172,ES-001,696,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:229,Easy,QL-004,Find the count of terminal zeros in 77!.,18,ES-001,77,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:230,Medium,QL-030,The factorial of 231 is written in decimal form. How many trailing zeros does it contain?,56,ES-001,231,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:231,Medium,QL-001,Find the number of trailing zeros in 594!.,145,ES-001,594,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:232,Easy,QL-028,How many zeros appear consecutively at the end of 1! ?,0,ES-001,1,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:233,Hard,QL-027,The value of 15820! ends with how many zeros?,3953,ES-001,15820,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:234,Medium,QL-030,The factorial of 1363 is written in decimal form. How many trailing zeros does it contain?,338,ES-001,1363,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:235,Easy,QL-029,Find the number of terminal zeros in the decimal representation of 102!.,24,ES-001,102,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:236,Hard,QL-002,How many zeros occur at the end of 1441! ?,358,ES-001,1441,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:237,Easy,QL-005,How many trailing zeros does 24! contain?,4,ES-001,24,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:238,Easy,QL-004,Find the count of terminal zeros in 19!.,3,ES-001,19,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:239,Easy,QL-027,The value of 2! ends with how many zeros?,0,ES-001,2,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:240,Medium,QL-003,Determine the number of trailing zeros in 1178!.,292,ES-001,1178,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:241,Medium,QL-006,Calculate the number of zeros at the end of 99!.,22,ES-001,99,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:242,Easy,QL-027,The value of 16! ends with how many zeros?,3,ES-001,16,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:243,Hard,QL-006,Calculate the number of zeros at the end of 17589!.,4394,ES-001,17589,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:244,Medium,QL-027,The value of 398! ends with how many zeros?,97,ES-001,398,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:245,Medium,QL-028,How many zeros appear consecutively at the end of 1459! ?,362,ES-001,1459,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:246,Medium,QL-001,Find the number of trailing zeros in 60!.,14,ES-001,60,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:247,Medium,QL-028,How many zeros appear consecutively at the end of 573! ?,140,ES-001,573,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:248,Easy,QL-027,The value of 46! ends with how many zeros?,10,ES-001,46,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:249,Easy,QL-002,How many zeros occur at the end of 3! ?,0,ES-001,3,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:250,Medium,QL-030,The factorial of 377 is written in decimal form. How many trailing zeros does it contain?,93,ES-001,377,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:251,Hard,QL-001,Find the number of trailing zeros in 7804!.,1948,ES-001,7804,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:252,Hard,QL-028,How many zeros appear consecutively at the end of 1367! ?,339,ES-001,1367,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:253,Easy,QL-029,Find the number of terminal zeros in the decimal representation of 18!.,3,ES-001,18,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:254,Hard,QL-004,Find the count of terminal zeros in 4853!.,1210,ES-001,4853,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:255,Easy,QL-001,Find the number of trailing zeros in 8!.,1,ES-001,8,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:256,Easy,QL-006,Calculate the number of zeros at the end of 111!.,26,ES-001,111,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:257,Medium,QL-029,Find the number of terminal zeros in the decimal representation of 450!.,111,ES-001,450,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:258,Hard,QL-004,Find the count of terminal zeros in 8281!.,2068,ES-001,8281,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:259,Medium,QL-005,How many trailing zeros does 372! contain?,90,ES-001,372,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:260,Easy,QL-005,How many trailing zeros does 8! contain?,1,ES-001,8,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:261,Medium,QL-028,How many zeros appear consecutively at the end of 61! ?,14,ES-001,61,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:262,Hard,QL-003,Determine the number of trailing zeros in 1574!.,390,ES-001,1574,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:263,Hard,QL-002,How many zeros occur at the end of 14991! ?,3743,ES-001,14991,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:264,Medium,QL-029,Find the number of terminal zeros in the decimal representation of 392!.,96,ES-001,392,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:265,Medium,QL-002,How many zeros occur at the end of 69! ?,15,ES-001,69,,,,,,
NS-TRAIL-001,CP-001,NS-TRAIL-001:CP-001:ns-trail-001-human-review-repair:CP-001:266,Easy,QL-029,Find the number of terminal zeros in the decimal representation of 2!.,0,ES-001,2,,,,,,
