questionId,cpId,stem,answer,difficulty,questionLanguageId,explanationStyleId
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:180,CP-001,What is the HCF of 84 and 126?,42,Medium,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:181,CP-001,What is the largest common factor of 84 and 126?,42,Medium,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:182,CP-001,Find the HCF of 35 and 64.,1,Easy,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:183,CP-001,"Which is the largest number that divides all of 125, 175 and 225 without leaving a remainder?",25,Medium,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:184,CP-001,"Find the greatest positive integer by which each of 18, 30 and 42 is divisible.",6,Easy,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:185,CP-001,"Find the greatest common divisor (GCD) of 18, 30 and 42.",6,Easy,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:186,CP-001,Find the greatest number that divides each of 35 and 64 exactly.,1,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:187,CP-001,Find the highest common factor of 24 and 36.,12,Easy,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:188,CP-001,What is the HCF of 81 and 128?,1,Medium,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:189,CP-001,What is the largest common factor of 35 and 64?,1,Easy,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:190,CP-001,Find the highest common factor of 96 and 144.,48,Medium,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:191,CP-001,"Find the greatest number that divides each of 420, 630 and 840 exactly.",210,Hard,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:192,CP-001,"Find the greatest common divisor (GCD) of 72, 108 and 180.",36,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:193,CP-001,Find the greatest positive integer by which each of 24 and 36 is divisible.,12,Easy,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:194,CP-001,Which is the largest number that divides all of 512 and 729 without leaving a remainder?,1,Hard,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:195,CP-001,Find the HCF of 84 and 126.,42,Medium,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:196,CP-001,What is the largest common factor of 24 and 36?,12,Easy,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:197,CP-001,What is the HCF of 84 and 126?,42,Medium,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:198,CP-001,"Find the highest common factor of 252, 378 and 630.",126,Hard,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:199,CP-001,Find the greatest number that divides each of 81 and 128 exactly.,1,Medium,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:200,CP-001,Which is the largest number that divides all of 45 and 60 without leaving a remainder?,15,Easy,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:201,CP-001,Find the HCF of 360 and 540.,180,Hard,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:202,CP-001,"What is the largest common factor of 72, 108 and 180?",36,Medium,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:203,CP-001,What is the HCF of 360 and 540?,180,Hard,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:204,CP-001,Find the highest common factor of 48 and 72.,24,Easy,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:205,CP-001,Find the greatest number that divides each of 48 and 72 exactly.,24,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:206,CP-001,Find the greatest common divisor (GCD) of 35 and 64.,1,Easy,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:207,CP-001,"Find the greatest positive integer by which each of 72, 108 and 180 is divisible.",36,Medium,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:208,CP-001,Which is the largest number that divides all of 84 and 126 without leaving a remainder?,42,Medium,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:209,CP-001,Find the HCF of 35 and 64.,1,Easy,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:210,CP-001,Find the greatest positive integer by which each of 24 and 36 is divisible.,12,Easy,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:211,CP-001,Find the greatest common divisor (GCD) of 24 and 36.,12,Easy,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:212,CP-001,"Find the greatest number that divides each of 252, 378 and 630 exactly.",126,Hard,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:213,CP-001,Find the highest common factor of 84 and 126.,42,Medium,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:214,CP-001,What is the HCF of 35 and 64?,1,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:215,CP-001,What is the largest common factor of 35 and 64?,1,Easy,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:216,CP-001,"Find the HCF of 72, 108 and 180.",36,Medium,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:217,CP-001,Which is the largest number that divides all of 81 and 128 without leaving a remainder?,1,Medium,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:218,CP-001,Find the greatest positive integer by which each of 45 and 60 is divisible.,15,Easy,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:219,CP-001,Find the greatest common divisor (GCD) of 81 and 128.,1,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:220,CP-001,Find the greatest common divisor (GCD) of 84 and 126.,42,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:221,CP-001,Find the greatest positive integer by which each of 360 and 540 is divisible.,180,Hard,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:222,CP-001,Find the highest common factor of 35 and 64.,1,Easy,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:223,CP-001,"Find the greatest number that divides each of 18, 30 and 42 exactly.",6,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:224,CP-001,What is the largest common factor of 96 and 144?,48,Medium,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:225,CP-001,"What is the HCF of 18, 30 and 42?",6,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:226,CP-001,Which is the largest number that divides all of 24 and 36 without leaving a remainder?,12,Easy,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:227,CP-001,Find the HCF of 24 and 36.,12,Easy,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:228,CP-001,"Find the greatest common divisor (GCD) of 72, 108 and 180.",36,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:229,CP-001,"Find the greatest positive integer by which each of 252, 378 and 630 is divisible.",126,Hard,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:230,CP-001,Find the greatest number that divides each of 512 and 729 exactly.,1,Hard,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:231,CP-001,"Find the highest common factor of 420, 630 and 840.",210,Hard,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:232,CP-001,Find the greatest positive integer by which each of 35 and 64 is divisible.,1,Easy,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:233,CP-001,Find the greatest common divisor (GCD) of 84 and 126.,42,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:234,CP-001,Find the HCF of 24 and 36.,12,Easy,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:235,CP-001,Which is the largest number that divides all of 45 and 60 without leaving a remainder?,15,Easy,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:236,CP-001,"What is the HCF of 125, 175 and 225?",25,Medium,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:237,CP-001,What is the largest common factor of 81 and 128?,1,Medium,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:238,CP-001,"Find the greatest number that divides each of 18, 30 and 42 exactly.",6,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:239,CP-001,Find the highest common factor of 360 and 540.,180,Hard,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:240,CP-001,Find the highest common factor of 24 and 36.,12,Easy,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:241,CP-001,Find the greatest number that divides each of 24 and 36 exactly.,12,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:242,CP-001,"Find the greatest common divisor (GCD) of 72, 108 and 180.",36,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:243,CP-001,Find the greatest positive integer by which each of 35 and 64 is divisible.,1,Easy,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:244,CP-001,"Which is the largest number that divides all of 72, 108 and 180 without leaving a remainder?",36,Medium,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:245,CP-001,Find the HCF of 48 and 72.,24,Easy,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:246,CP-001,"What is the largest common factor of 125, 175 and 225?",25,Medium,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:247,CP-001,What is the HCF of 24 and 36?,12,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:248,CP-001,"Find the highest common factor of 72, 108 and 180.",36,Medium,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:249,CP-001,Find the greatest number that divides each of 84 and 126 exactly.,42,Medium,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:250,CP-001,What is the HCF of 24 and 36?,12,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:251,CP-001,What is the largest common factor of 84 and 126?,42,Medium,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:252,CP-001,Find the HCF of 45 and 60.,15,Easy,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:253,CP-001,Which is the largest number that divides all of 45 and 60 without leaving a remainder?,15,Easy,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:254,CP-001,Find the greatest positive integer by which each of 84 and 126 is divisible.,42,Medium,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:255,CP-001,"Find the greatest common divisor (GCD) of 125, 175 and 225.",25,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:256,CP-001,Find the greatest number that divides each of 45 and 60 exactly.,15,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:257,CP-001,Find the highest common factor of 24 and 36.,12,Easy,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:258,CP-001,"What is the HCF of 18, 30 and 42?",6,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:259,CP-001,"What is the largest common factor of 125, 175 and 225?",25,Medium,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:260,CP-001,What is the largest common factor of 924 and 1386?,462,Hard,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:261,CP-001,What is the HCF of 48 and 72?,24,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:262,CP-001,Which is the largest number that divides all of 81 and 128 without leaving a remainder?,1,Medium,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:263,CP-001,Find the HCF of 45 and 60.,15,Easy,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:264,CP-001,Find the greatest common divisor (GCD) of 35 and 64.,1,Easy,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:265,CP-001,"Find the greatest positive integer by which each of 420, 630 and 840 is divisible.",210,Hard,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:266,CP-001,Find the highest common factor of 81 and 128.,1,Medium,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:267,CP-001,"Find the greatest number that divides each of 125, 175 and 225 exactly.",25,Medium,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:268,CP-001,"What is the largest common factor of 252, 378 and 630?",126,Hard,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:269,CP-001,What is the HCF of 84 and 126?,42,Medium,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:270,CP-001,Find the HCF of 81 and 128.,1,Medium,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:271,CP-001,Which is the largest number that divides all of 48 and 72 without leaving a remainder?,24,Easy,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:272,CP-001,"What is the HCF of 18, 30 and 42?",6,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:273,CP-001,What is the largest common factor of 360 and 540?,180,Hard,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:274,CP-001,Find the greatest number that divides each of 48 and 72 exactly.,24,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:275,CP-001,"Find the highest common factor of 420, 630 and 840.",210,Hard,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:276,CP-001,Find the greatest positive integer by which each of 512 and 729 is divisible.,1,Hard,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:277,CP-001,Find the greatest common divisor (GCD) of 84 and 126.,42,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:278,CP-001,"Find the HCF of 72, 108 and 180.",36,Medium,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:279,CP-001,Which is the largest number that divides all of 96 and 144 without leaving a remainder?,48,Medium,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:280,CP-001,Which is the largest number that divides all of 84 and 126 without leaving a remainder?,42,Medium,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:281,CP-001,Find the HCF of 35 and 64.,1,Easy,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:282,CP-001,What is the largest common factor of 360 and 540?,180,Hard,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:283,CP-001,What is the HCF of 48 and 72?,24,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:284,CP-001,Find the highest common factor of 512 and 729.,1,Hard,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:285,CP-001,Find the greatest number that divides each of 35 and 64 exactly.,1,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:286,CP-001,Find the greatest common divisor (GCD) of 81 and 128.,1,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:287,CP-001,Find the greatest positive integer by which each of 35 and 64 is divisible.,1,Easy,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:288,CP-001,"Which is the largest number that divides all of 18, 30 and 42 without leaving a remainder?",6,Easy,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:289,CP-001,Find the HCF of 96 and 144.,48,Medium,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:290,CP-001,"Find the greatest positive integer by which each of 125, 175 and 225 is divisible.",25,Medium,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:291,CP-001,Find the greatest common divisor (GCD) of 45 and 60.,15,Easy,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:292,CP-001,Find the greatest number that divides each of 24 and 36 exactly.,12,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:293,CP-001,Find the highest common factor of 24 and 36.,12,Easy,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:294,CP-001,What is the HCF of 512 and 729?,1,Hard,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:295,CP-001,"What is the largest common factor of 125, 175 and 225?",25,Medium,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:296,CP-001,Find the HCF of 512 and 729.,1,Hard,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:297,CP-001,"Which is the largest number that divides all of 18, 30 and 42 without leaving a remainder?",6,Easy,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:298,CP-001,Find the greatest positive integer by which each of 24 and 36 is divisible.,12,Easy,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:299,CP-001,Find the greatest common divisor (GCD) of 360 and 540.,180,Hard,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:300,CP-001,"Find the HCF of 72, 108 and 180.",36,Medium,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:301,CP-001,"Which is the largest number that divides all of 72, 108 and 180 without leaving a remainder?",36,Medium,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:302,CP-001,What is the HCF of 45 and 60?,15,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:303,CP-001,What is the largest common factor of 360 and 540?,180,Hard,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:304,CP-001,Find the greatest number that divides each of 84 and 126 exactly.,42,Medium,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:305,CP-001,Find the highest common factor of 84 and 126.,42,Medium,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:306,CP-001,"Find the greatest positive integer by which each of 125, 175 and 225 is divisible.",25,Medium,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:307,CP-001,Find the greatest common divisor (GCD) of 96 and 144.,48,Medium,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:308,CP-001,"Find the HCF of 72, 108 and 180.",36,Medium,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:309,CP-001,Which is the largest number that divides all of 35 and 64 without leaving a remainder?,1,Easy,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:310,CP-001,What is the largest common factor of 96 and 144?,48,Medium,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:311,CP-001,What is the HCF of 24 and 36?,12,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:312,CP-001,Which is the largest number that divides all of 48 and 72 without leaving a remainder?,24,Easy,QL-006,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:313,CP-001,Find the HCF of 84 and 126.,42,Medium,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:314,CP-001,Find the greatest common divisor (GCD) of 35 and 64.,1,Easy,QL-004,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:315,CP-001,"Find the greatest positive integer by which each of 18, 30 and 42 is divisible.",6,Easy,QL-007,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:316,CP-001,Find the highest common factor of 81 and 128.,1,Medium,QL-002,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:317,CP-001,Find the greatest number that divides each of 48 and 72 exactly.,24,Easy,QL-005,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:318,CP-001,What is the largest common factor of 924 and 1386?,462,Hard,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:319,CP-001,What is the HCF of 45 and 60?,15,Easy,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:320,CP-001,What is the HCF of 84 and 126?,42,Medium,QL-003,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:321,CP-001,"What is the largest common factor of 252, 378 and 630?",126,Hard,QL-008,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:322,CP-001,Find the HCF of 24 and 36.,12,Easy,QL-001,ES-001
NS-HCF-001:CP-001:ns-hcf-001-human-review:CP-001:323,CP-001,"Which is the largest number that divides all of 72, 108 and 180 without leaving a remainder?",36,Medium,QL-006,ES-001
