Question ID,CP,Pattern ID,Instance ID,Divisor,Target Remainder,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Explanation
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:91:2,CP-001,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x90:2,9,5,Easy,QL-005,ES-004,"Find x.

Given:

x90 leaves remainder 5 when divided by 9.",5,"Valid values of x:

5

Required answer:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:92:2,CP-001,REM-SP-6-2,NS-REM-001:REM-SP-6-2:2x9436:2,13,9,Hard,QL-004,ES-002,What should be the value of x so that 2x9436 leaves remainder 9 when divided by 13?,1,"The required remainder is 9.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:93:9,CP-001,REM-SP-6-2,NS-REM-001:REM-SP-6-2:7x1876:9,27,21,Hard,QL-001,ES-001,Find the value of x if 7x1876 leaves remainder 21 when divided by 27.,1,"Check all possible values of x.

Valid values:

1

Answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:94:18,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:987x5:18,45,25,Hard,QL-001,ES-003,Find the value of x if 987x5 leaves remainder 25 when divided by 45.,5,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:95:7,CP-001,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x563:7,9,6,Easy,QL-004,ES-004,What should be the value of x so that x563 leaves remainder 6 when divided by 9?,1,"Valid values of x:

1

Required answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:96:2,CP-001,REM-SP-6-4,NS-REM-001:REM-SP-6-4:521x98:2,11,4,Hard,QL-005,ES-005,"Find x.

Given:

521x98 leaves remainder 4 when divided by 11.",9,"Checking all possible values gives:

9

Hence the answer is:

9"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:97:1,CP-001,REM-SP-6-6,NS-REM-001:REM-SP-6-6:18743x:1,7,3,Hard,QL-004,ES-002,What should be the value of x so that 18743x leaves remainder 3 when divided by 7?,5,"The required remainder is 3.

Valid values of x:

5

Answer:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:98:7,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:543x5:7,14,3,Medium,QL-005,ES-005,"Find x.

Given:

543x5 leaves remainder 3 when divided by 14.",6,"Checking all possible values gives:

6

Hence the answer is:

6"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:99:7,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3430x:7,24,12,Medium,QL-005,ES-001,"Find x.

Given:

3430x leaves remainder 12 when divided by 24.",8,"Check all possible values of x.

Valid values:

8

Answer:

8"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:100:5,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:709x1:5,24,3,Medium,QL-002,ES-001,Determine x if 709x1 leaves remainder 3 on division by 24.,7,"Check all possible values of x.

Valid values:

7

Answer:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:101:4,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:134x:4,24,3,Medium,QL-004,ES-001,What should be the value of x so that 134x leaves remainder 3 when divided by 24?,7,"Check all possible values of x.

Valid values:

7

Answer:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:102:8,CP-001,REM-SP-6-6,NS-REM-001:REM-SP-6-6:70921x:8,8,6,Hard,QL-001,ES-005,Find the value of x if 70921x leaves remainder 6 when divided by 8.,4,"Checking all possible values gives:

4

Hence the answer is:

4"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:103:0,CP-001,REM-SP-3-3,NS-REM-001:REM-SP-3-3:63x:0,10,5,Easy,QL-001,ES-005,Find the value of x if 63x leaves remainder 5 when divided by 10.,5,"Checking all possible values gives:

5

Hence the answer is:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:104:4,CP-001,REM-SP-6-2,NS-REM-001:REM-SP-6-2:5x9876:4,18,14,Hard,QL-003,ES-004,The number 5x9876 leaves remainder 14 when divided by 18. Find x.,6,"Valid values of x:

6

Required answer:

6"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:105:1,CP-001,REM-SP-4-3,NS-REM-001:REM-SP-4-3:87x9:1,9,3,Easy,QL-003,ES-003,The number 87x9 leaves remainder 3 when divided by 9. Find x.,6,"Substitute possible values of x and check the remainder.

Valid values:

6

Answer:

6"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:106:2,CP-001,REM-SP-6-6,NS-REM-001:REM-SP-6-6:74321x:2,90,86,Hard,QL-002,ES-002,Determine x if 74321x leaves remainder 86 on division by 90.,6,"The required remainder is 86.

Valid values of x:

6

Answer:

6"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:107:3,CP-001,REM-SP-6-2,NS-REM-001:REM-SP-6-2:5x9876:3,18,2,Hard,QL-003,ES-001,The number 5x9876 leaves remainder 2 when divided by 18. Find x.,3,"Check all possible values of x.

Valid values:

3

Answer:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:108:2,CP-001,REM-SP-4-3,NS-REM-001:REM-SP-4-3:67x3:2,9,6,Easy,QL-005,ES-001,"Find x.

Given:

67x3 leaves remainder 6 when divided by 9.",8,"Check all possible values of x.

Valid values:

8

Answer:

8"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:109:2,CP-001,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x78:2,27,8,Hard,QL-004,ES-001,What should be the value of x so that x78 leaves remainder 8 when divided by 27?,2,"Check all possible values of x.

Valid values:

2

Answer:

2"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:110:2,CP-001,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x12:2,9,6,Easy,QL-004,ES-003,What should be the value of x so that x12 leaves remainder 6 when divided by 9?,3,"Substitute possible values of x and check the remainder.

Valid values:

3

Answer:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:111:1,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:465x3:1,90,13,Hard,QL-001,ES-003,Find the value of x if 465x3 leaves remainder 13 when divided by 90.,4,"Substitute possible values of x and check the remainder.

Valid values:

4

Answer:

4"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:112:0,CP-001,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x34:0,45,34,Hard,QL-003,ES-005,The number x34 leaves remainder 34 when divided by 45. Find x.,9,"Checking all possible values gives:

9

Hence the answer is:

9"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:113:16,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:287x5:16,11,10,Medium,QL-001,ES-005,Find the value of x if 287x5 leaves remainder 10 when divided by 11.,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:114:2,CP-001,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x43210:2,19,7,Hard,QL-004,ES-001,What should be the value of x so that x43210 leaves remainder 7 when divided by 19?,1,"Check all possible values of x.

Valid values:

1

Answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:115:2,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:6874x:2,20,4,Medium,QL-005,ES-002,"Find x.

Given:

6874x leaves remainder 4 when divided by 20.",4,"The required remainder is 4.

Valid values of x:

4

Answer:

4"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:116:6,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:678x:6,11,7,Medium,QL-001,ES-003,Find the value of x if 678x leaves remainder 7 when divided by 11.,3,"Substitute possible values of x and check the remainder.

Valid values:

3

Answer:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:117:2,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:4870x:2,17,12,Medium,QL-001,ES-001,Find the value of x if 4870x leaves remainder 12 when divided by 17.,0,"Check all possible values of x.

Valid values:

0

Answer:

0"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:118:4,CP-001,REM-SP-6-5,NS-REM-001:REM-SP-6-5:9872x4:4,11,8,Hard,QL-001,ES-002,Find the value of x if 9872x4 leaves remainder 8 when divided by 11.,1,"The required remainder is 8.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:119:2,CP-001,REM-SP-6-2,NS-REM-001:REM-SP-6-2:7x3098:2,19,0,Hard,QL-003,ES-004,The number 7x3098 leaves remainder 0 when divided by 19. Find x.,9,"Valid values of x:

9

Required answer:

9"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:120:3,CP-001,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x09654:3,27,18,Hard,QL-003,ES-003,The number x09654 leaves remainder 18 when divided by 27. Find x.,3,"Substitute possible values of x and check the remainder.

Valid values:

3

Answer:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:121:6,CP-001,REM-SP-6-5,NS-REM-001:REM-SP-6-5:5654x2:6,11,1,Hard,QL-001,ES-002,Find the value of x if 5654x2 leaves remainder 1 when divided by 11.,1,"The required remainder is 1.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:122:1,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:587x1:1,36,31,Hard,QL-003,ES-003,The number 587x1 leaves remainder 31 when divided by 36. Find x.,1,"Substitute possible values of x and check the remainder.

Valid values:

1

Answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:123:2,CP-001,REM-SP-5-2,NS-REM-001:REM-SP-5-2:4x543:2,11,4,Medium,QL-005,ES-001,"Find x.

Given:

4x543 leaves remainder 4 when divided by 11.",4,"Check all possible values of x.

Valid values:

4

Answer:

4"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:124:5,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:278x:5,19,9,Medium,QL-004,ES-005,What should be the value of x so that 278x leaves remainder 9 when divided by 19?,3,"Checking all possible values gives:

3

Hence the answer is:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:125:6,CP-001,REM-SP-3-3,NS-REM-001:REM-SP-3-3:31x:6,14,7,Hard,QL-001,ES-002,Find the value of x if 31x leaves remainder 7 when divided by 14.,5,"The required remainder is 7.

Valid values of x:

5

Answer:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:126:3,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:987x5:3,13,8,Medium,QL-005,ES-003,"Find x.

Given:

987x5 leaves remainder 8 when divided by 13.",9,"Substitute possible values of x and check the remainder.

Valid values:

9

Answer:

9"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:127:4,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:734x:4,13,1,Medium,QL-001,ES-005,Find the value of x if 734x leaves remainder 1 when divided by 13.,6,"Checking all possible values gives:

6

Hence the answer is:

6"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:128:0,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:8214x:0,25,22,Medium,QL-003,ES-001,The number 8214x leaves remainder 22 when divided by 25. Find x.,7,"Check all possible values of x.

Valid values:

7

Answer:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:129:7,CP-001,REM-SP-6-6,NS-REM-001:REM-SP-6-6:20965x:7,11,8,Hard,QL-001,ES-001,Find the value of x if 20965x leaves remainder 8 when divided by 11.,7,"Check all possible values of x.

Valid values:

7

Answer:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:130:4,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:612x:4,24,3,Medium,QL-005,ES-005,"Find x.

Given:

612x leaves remainder 3 when divided by 24.",3,"Checking all possible values gives:

3

Hence the answer is:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:131:6,CP-001,REM-SP-3-2,NS-REM-001:REM-SP-3-2:5x2:6,9,8,Easy,QL-002,ES-005,Determine x if 5x2 leaves remainder 8 on division by 9.,1,"Checking all possible values gives:

1

Hence the answer is:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:132:6,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:656x:6,17,0,Medium,QL-005,ES-004,"Find x.

Given:

656x leaves remainder 0 when divided by 17.",2,"Valid values of x:

2

Required answer:

2"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:133:3,CP-001,REM-SP-4-2,NS-REM-001:REM-SP-4-2:5x07:3,24,11,Medium,QL-002,ES-003,Determine x if 5x07 leaves remainder 11 on division by 24.,5,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:134:0,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:921x5:0,36,31,Hard,QL-005,ES-001,"Find x.

Given:

921x5 leaves remainder 31 when divided by 36.",5,"Check all possible values of x.

Valid values:

5

Answer:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:135:2,CP-001,REM-SP-4-3,NS-REM-001:REM-SP-4-3:51x9:2,9,0,Easy,QL-001,ES-002,Find the value of x if 51x9 leaves remainder 0 when divided by 9.,3,"The required remainder is 0.

Valid values of x:

3

Answer:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:136:2,CP-001,REM-SP-4-2,NS-REM-001:REM-SP-4-2:8x41:2,9,0,Easy,QL-001,ES-003,Find the value of x if 8x41 leaves remainder 0 when divided by 9.,5,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:137:5,CP-001,REM-SP-4-2,NS-REM-001:REM-SP-4-2:1x89:5,27,18,Hard,QL-003,ES-003,The number 1x89 leaves remainder 18 when divided by 27. Find x.,9,"Substitute possible values of x and check the remainder.

Valid values:

9

Answer:

9"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:138:2,CP-001,REM-SP-6-5,NS-REM-001:REM-SP-6-5:8438x0:2,9,8,Hard,QL-003,ES-001,The number 8438x0 leaves remainder 8 when divided by 9. Find x.,3,"Check all possible values of x.

Valid values:

3

Answer:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:139:3,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:312x:3,15,1,Medium,QL-005,ES-002,"Find x.

Given:

312x leaves remainder 1 when divided by 15.",1,"The required remainder is 1.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:140:9,CP-001,REM-SP-3-3,NS-REM-001:REM-SP-3-3:95x:9,9,1,Easy,QL-002,ES-005,Determine x if 95x leaves remainder 1 on division by 9.,5,"Checking all possible values gives:

5

Hence the answer is:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:141:1,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:7430x:1,12,0,Medium,QL-001,ES-002,Find the value of x if 7430x leaves remainder 0 when divided by 12.,4,"The required remainder is 0.

Valid values of x:

4

Answer:

4"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:142:5,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:821x7:5,19,0,Medium,QL-002,ES-004,Determine x if 821x7 leaves remainder 0 on division by 19.,3,"Valid values of x:

3

Required answer:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:143:6,CP-001,REM-SP-3-3,NS-REM-001:REM-SP-3-3:97x:6,10,5,Easy,QL-005,ES-004,"Find x.

Given:

97x leaves remainder 5 when divided by 10.",5,"Valid values of x:

5

Required answer:

5"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:144:1,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:809x3:1,36,15,Hard,QL-004,ES-004,What should be the value of x so that 809x3 leaves remainder 15 when divided by 36?,4,"Valid values of x:

4

Required answer:

4"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:145:1,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3210x:1,16,12,Medium,QL-005,ES-003,"Find x.

Given:

3210x leaves remainder 12 when divided by 16.",8,"Substitute possible values of x and check the remainder.

Valid values:

8

Answer:

8"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:146:3,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:887x1:3,24,19,Medium,QL-002,ES-002,Determine x if 887x1 leaves remainder 19 on division by 24.,7,"The required remainder is 19.

Valid values of x:

7

Answer:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:147:8,CP-001,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x90:8,9,0,Easy,QL-004,ES-002,What should be the value of x so that x90 leaves remainder 0 when divided by 9?,9,"The required remainder is 0.

Valid values of x:

9

Answer:

9"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:148:5,CP-001,REM-SP-3-3,NS-REM-001:REM-SP-3-3:57x:5,9,5,Easy,QL-005,ES-001,"Find x.

Given:

57x leaves remainder 5 when divided by 9.",2,"Check all possible values of x.

Valid values:

2

Answer:

2"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:149:26,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:921x3:26,17,7,Medium,QL-001,ES-002,Find the value of x if 921x3 leaves remainder 7 when divided by 17.,1,"The required remainder is 7.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:150:0,CP-001,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x56:0,27,13,Hard,QL-005,ES-005,"Find x.

Given:

x56 leaves remainder 13 when divided by 27.",2,"Checking all possible values gives:

2

Hence the answer is:

2"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:151:2,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:1430x:2,20,4,Medium,QL-005,ES-004,"Find x.

Given:

1430x leaves remainder 4 when divided by 20.",4,"Valid values of x:

4

Required answer:

4"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:152:1,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:7098x:1,20,4,Medium,QL-005,ES-002,"Find x.

Given:

7098x leaves remainder 4 when divided by 20.",4,"The required remainder is 4.

Valid values of x:

4

Answer:

4"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:153:1,CP-001,REM-SP-5-4,NS-REM-001:REM-SP-5-4:509x3:1,36,23,Hard,QL-003,ES-002,The number 509x3 leaves remainder 23 when divided by 36. Find x.,6,"The required remainder is 23.

Valid values of x:

6

Answer:

6"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:154:0,CP-001,REM-SP-6-3,NS-REM-001:REM-SP-6-3:10x876:0,45,41,Hard,QL-001,ES-003,Find the value of x if 10x876 leaves remainder 41 when divided by 45.,1,"Substitute possible values of x and check the remainder.

Valid values:

1

Answer:

1"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:155:0,CP-001,REM-SP-6-4,NS-REM-001:REM-SP-6-4:343x10:0,99,83,Hard,QL-001,ES-001,Find the value of x if 343x10 leaves remainder 83 when divided by 99.,9,"Check all possible values of x.

Valid values:

9

Answer:

9"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:156:2,CP-001,REM-SP-6-5,NS-REM-001:REM-SP-6-5:1870x2:2,11,2,Hard,QL-003,ES-004,The number 1870x2 leaves remainder 2 when divided by 11. Find x.,0,"Valid values of x:

0

Required answer:

0"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:157:5,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:756x:5,24,7,Medium,QL-004,ES-005,What should be the value of x so that 756x leaves remainder 7 when divided by 24?,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:158:0,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:834x:0,19,8,Medium,QL-003,ES-003,The number 834x leaves remainder 8 when divided by 19. Find x.,9,"Substitute possible values of x and check the remainder.

Valid values:

9

Answer:

9"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:159:6,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3876x:6,12,8,Medium,QL-001,ES-002,Find the value of x if 3876x leaves remainder 8 when divided by 12.,8,"The required remainder is 8.

Valid values of x:

8

Answer:

8"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:160:0,CP-001,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x6:0,18,8,Hard,QL-002,ES-005,Determine x if 4x6 leaves remainder 8 on division by 18.,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:161:2,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:956x:2,24,15,Medium,QL-003,ES-005,The number 956x leaves remainder 15 when divided by 24. Find x.,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:162:2,CP-001,REM-SP-5-5,NS-REM-001:REM-SP-5-5:1650x:2,8,6,Hard,QL-001,ES-002,Find the value of x if 1650x leaves remainder 6 when divided by 8.,2,"The required remainder is 6.

Valid values of x:

2

Answer:

2"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:163:0,CP-001,REM-SP-4-4,NS-REM-001:REM-SP-4-4:734x:0,8,3,Easy,QL-003,ES-002,The number 734x leaves remainder 3 when divided by 8. Find x.,7,"The required remainder is 3.

Valid values of x:

7

Answer:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:164:0,CP-001,REM-SP-6-6,NS-REM-001:REM-SP-6-6:90921x:0,14,10,Hard,QL-005,ES-002,"Find x.

Given:

90921x leaves remainder 10 when divided by 14.",2,"The required remainder is 10.

Valid values of x:

2

Answer:

2"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:165:2,CP-001,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x87654:2,7,0,Hard,QL-001,ES-001,Find the value of x if x87654 leaves remainder 0 when divided by 7.,7,"Check all possible values of x.

Valid values:

7

Answer:

7"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:166:0,CP-001,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x0:0,13,4,Hard,QL-004,ES-004,What should be the value of x so that 4x0 leaves remainder 4 when divided by 13?,2,"Valid values of x:

2

Required answer:

2"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:167:2,CP-001,REM-SP-4-2,NS-REM-001:REM-SP-4-2:7x47:2,9,8,Easy,QL-003,ES-005,The number 7x47 leaves remainder 8 when divided by 9. Find x.,8,"Checking all possible values gives:

8

Hence the answer is:

8"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:168:0,CP-001,REM-SP-6-6,NS-REM-001:REM-SP-6-6:62165x:0,72,2,Hard,QL-005,ES-005,"Find x.

Given:

62165x leaves remainder 2 when divided by 72.",0,"Checking all possible values gives:

0

Hence the answer is:

0"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:169:0,CP-001,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x65092:0,9,7,Hard,QL-001,ES-001,Find the value of x if x65092 leaves remainder 7 when divided by 9.,3,"Check all possible values of x.

Valid values:

3

Answer:

3"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:170:4,CP-001,REM-SP-6-5,NS-REM-001:REM-SP-6-5:4218x6:4,7,4,Hard,QL-004,ES-001,What should be the value of x so that 4218x6 leaves remainder 4 when divided by 7?,6,"Check all possible values of x.

Valid values:

6

Answer:

6"
NS-REM-001:CP-001:ns-rem-001-pre-freeze:CP-001:171:1,CP-001,REM-SP-5-2,NS-REM-001:REM-SP-5-2:4x321:1,13,12,Medium,QL-001,ES-005,Find the value of x if 4x321 leaves remainder 12 when divided by 13.,9,"Checking all possible values gives:

9

Hence the answer is:

9"
