Question ID,CP,Number,Selected Prime,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Factorization Text,Factorization Latex,Explanation
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:90,CP-001,87,,Easy,QL-002,ES-001,Express 87 as a product of prime factors.,3 x 29,87 = 3 x 29,87 = 3 \times 29,"Break the number into prime factors.

The prime factorization of 87 is:

87 = 3 x 29

Answer: 3 x 29"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:91,CP-001,3695,,Medium,QL-003,ES-001,Write the prime factorization of 3695.,5 x 739,3695 = 5 x 739,3695 = 5 \times 739,"Break the number into prime factors.

The prime factorization of 3695 is:

3695 = 5 x 739

Answer: 5 x 739"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:92,CP-001,4687,,Medium,QL-002,ES-001,Express 4687 as a product of prime factors.,43 x 109,4687 = 43 x 109,4687 = 43 \times 109,"Break the number into prime factors.

The prime factorization of 4687 is:

4687 = 43 x 109

Answer: 43 x 109"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:93,CP-001,111,,Easy,QL-001,ES-001,Find the prime factorization of 111.,3 x 37,111 = 3 x 37,111 = 3 \times 37,"Break the number into prime factors.

The prime factorization of 111 is:

111 = 3 x 37

Answer: 3 x 37"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:94,CP-001,32804,,Hard,QL-002,ES-001,Express 32804 as a product of prime factors.,2^2 x 59 x 139,32804 = 2^2 x 59 x 139,32804 = 2^{2} \times 59 \times 139,"Break the number into prime factors.

The prime factorization of 32804 is:

32804 = 2^2 x 59 x 139

Answer: 2^2 x 59 x 139"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:95,CP-001,2382,,Medium,QL-001,ES-001,Find the prime factorization of 2382.,2 x 3 x 397,2382 = 2 x 3 x 397,2382 = 2 \times 3 \times 397,"Break the number into prime factors.

The prime factorization of 2382 is:

2382 = 2 x 3 x 397

Answer: 2 x 3 x 397"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:96,CP-001,111,,Easy,QL-003,ES-001,Write the prime factorization of 111.,3 x 37,111 = 3 x 37,111 = 3 \times 37,"Break the number into prime factors.

The prime factorization of 111 is:

111 = 3 x 37

Answer: 3 x 37"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:97,CP-001,1834,,Medium,QL-002,ES-001,Express 1834 as a product of prime factors.,2 x 7 x 131,1834 = 2 x 7 x 131,1834 = 2 \times 7 \times 131,"Break the number into prime factors.

The prime factorization of 1834 is:

1834 = 2 x 7 x 131

Answer: 2 x 7 x 131"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:98,CP-001,54594,,Hard,QL-002,ES-001,Express 54594 as a product of prime factors.,2 x 3^4 x 337,54594 = 2 x 3^4 x 337,54594 = 2 \times 3^{4} \times 337,"Break the number into prime factors.

The prime factorization of 54594 is:

54594 = 2 x 3^4 x 337

Answer: 2 x 3^4 x 337"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:99,CP-001,295,,Medium,QL-003,ES-001,Write the prime factorization of 295.,5 x 59,295 = 5 x 59,295 = 5 \times 59,"Break the number into prime factors.

The prime factorization of 295 is:

295 = 5 x 59

Answer: 5 x 59"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:100,CP-001,69795,,Hard,QL-001,ES-001,Find the prime factorization of 69795.,3^3 x 5 x 11 x 47,69795 = 3^3 x 5 x 11 x 47,69795 = 3^{3} \times 5 \times 11 \times 47,"Break the number into prime factors.

The prime factorization of 69795 is:

69795 = 3^3 x 5 x 11 x 47

Answer: 3^3 x 5 x 11 x 47"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:101,CP-001,10864,,Hard,QL-003,ES-001,Write the prime factorization of 10864.,2^4 x 7 x 97,10864 = 2^4 x 7 x 97,10864 = 2^{4} \times 7 \times 97,"Break the number into prime factors.

The prime factorization of 10864 is:

10864 = 2^4 x 7 x 97

Answer: 2^4 x 7 x 97"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:102,CP-001,3895,,Medium,QL-003,ES-001,Write the prime factorization of 3895.,5 x 19 x 41,3895 = 5 x 19 x 41,3895 = 5 \times 19 \times 41,"Break the number into prime factors.

The prime factorization of 3895 is:

3895 = 5 x 19 x 41

Answer: 5 x 19 x 41"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:103,CP-001,178,,Easy,QL-003,ES-001,Write the prime factorization of 178.,2 x 89,178 = 2 x 89,178 = 2 \times 89,"Break the number into prime factors.

The prime factorization of 178 is:

178 = 2 x 89

Answer: 2 x 89"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:104,CP-001,2293,,Medium,QL-001,ES-001,Find the prime factorization of 2293.,2293,2293 = 2293,2293 = 2293,"Break the number into prime factors.

The prime factorization of 2293 is:

2293 = 2293

Answer: 2293"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:105,CP-001,23,,Easy,QL-003,ES-001,Write the prime factorization of 23.,23,23 = 23,23 = 23,"Break the number into prime factors.

The prime factorization of 23 is:

23 = 23

Answer: 23"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:106,CP-001,3639,,Medium,QL-003,ES-001,Write the prime factorization of 3639.,3 x 1213,3639 = 3 x 1213,3639 = 3 \times 1213,"Break the number into prime factors.

The prime factorization of 3639 is:

3639 = 3 x 1213

Answer: 3 x 1213"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:107,CP-001,1217,,Medium,QL-001,ES-001,Find the prime factorization of 1217.,1217,1217 = 1217,1217 = 1217,"Break the number into prime factors.

The prime factorization of 1217 is:

1217 = 1217

Answer: 1217"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:108,CP-001,151,,Easy,QL-001,ES-001,Find the prime factorization of 151.,151,151 = 151,151 = 151,"Break the number into prime factors.

The prime factorization of 151 is:

151 = 151

Answer: 151"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:109,CP-001,1051,,Medium,QL-002,ES-001,Express 1051 as a product of prime factors.,1051,1051 = 1051,1051 = 1051,"Break the number into prime factors.

The prime factorization of 1051 is:

1051 = 1051

Answer: 1051"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:110,CP-001,787,,Medium,QL-001,ES-001,Find the prime factorization of 787.,787,787 = 787,787 = 787,"Break the number into prime factors.

The prime factorization of 787 is:

787 = 787

Answer: 787"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:111,CP-001,3352,,Medium,QL-002,ES-001,Express 3352 as a product of prime factors.,2^3 x 419,3352 = 2^3 x 419,3352 = 2^{3} \times 419,"Break the number into prime factors.

The prime factorization of 3352 is:

3352 = 2^3 x 419

Answer: 2^3 x 419"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:112,CP-001,45,,Easy,QL-002,ES-001,Express 45 as a product of prime factors.,3^2 x 5,45 = 3^2 x 5,45 = 3^{2} \times 5,"Break the number into prime factors.

The prime factorization of 45 is:

45 = 3^2 x 5

Answer: 3^2 x 5"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:113,CP-001,180,,Easy,QL-001,ES-001,Find the prime factorization of 180.,2^2 x 3^2 x 5,180 = 2^2 x 3^2 x 5,180 = 2^{2} \times 3^{2} \times 5,"Break the number into prime factors.

The prime factorization of 180 is:

180 = 2^2 x 3^2 x 5

Answer: 2^2 x 3^2 x 5"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:114,CP-001,2466,,Medium,QL-001,ES-001,Find the prime factorization of 2466.,2 x 3^2 x 137,2466 = 2 x 3^2 x 137,2466 = 2 \times 3^{2} \times 137,"Break the number into prime factors.

The prime factorization of 2466 is:

2466 = 2 x 3^2 x 137

Answer: 2 x 3^2 x 137"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:115,CP-001,3275,,Medium,QL-003,ES-001,Write the prime factorization of 3275.,5^2 x 131,3275 = 5^2 x 131,3275 = 5^{2} \times 131,"Break the number into prime factors.

The prime factorization of 3275 is:

3275 = 5^2 x 131

Answer: 5^2 x 131"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:116,CP-001,90,,Easy,QL-001,ES-001,Find the prime factorization of 90.,2 x 3^2 x 5,90 = 2 x 3^2 x 5,90 = 2 \times 3^{2} \times 5,"Break the number into prime factors.

The prime factorization of 90 is:

90 = 2 x 3^2 x 5

Answer: 2 x 3^2 x 5"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:117,CP-001,106,,Easy,QL-002,ES-001,Express 106 as a product of prime factors.,2 x 53,106 = 2 x 53,106 = 2 \times 53,"Break the number into prime factors.

The prime factorization of 106 is:

106 = 2 x 53

Answer: 2 x 53"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:118,CP-001,91,,Easy,QL-001,ES-001,Find the prime factorization of 91.,7 x 13,91 = 7 x 13,91 = 7 \times 13,"Break the number into prime factors.

The prime factorization of 91 is:

91 = 7 x 13

Answer: 7 x 13"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:119,CP-001,3751,,Medium,QL-003,ES-001,Write the prime factorization of 3751.,11^2 x 31,3751 = 11^2 x 31,3751 = 11^{2} \times 31,"Break the number into prime factors.

The prime factorization of 3751 is:

3751 = 11^2 x 31

Answer: 11^2 x 31"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:120,CP-001,128,,Easy,QL-002,ES-001,Express 128 as a product of prime factors.,2^7,128 = 2^7,128 = 2^{7},"Break the number into prime factors.

The prime factorization of 128 is:

128 = 2^7

Answer: 2^7"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:121,CP-001,118,,Easy,QL-001,ES-001,Find the prime factorization of 118.,2 x 59,118 = 2 x 59,118 = 2 \times 59,"Break the number into prime factors.

The prime factorization of 118 is:

118 = 2 x 59

Answer: 2 x 59"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:122,CP-001,62508,,Hard,QL-001,ES-001,Find the prime factorization of 62508.,2^2 x 3 x 5209,62508 = 2^2 x 3 x 5209,62508 = 2^{2} \times 3 \times 5209,"Break the number into prime factors.

The prime factorization of 62508 is:

62508 = 2^2 x 3 x 5209

Answer: 2^2 x 3 x 5209"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:123,CP-001,4027,,Medium,QL-002,ES-001,Express 4027 as a product of prime factors.,4027,4027 = 4027,4027 = 4027,"Break the number into prime factors.

The prime factorization of 4027 is:

4027 = 4027

Answer: 4027"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:124,CP-001,34,,Easy,QL-001,ES-001,Find the prime factorization of 34.,2 x 17,34 = 2 x 17,34 = 2 \times 17,"Break the number into prime factors.

The prime factorization of 34 is:

34 = 2 x 17

Answer: 2 x 17"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:125,CP-001,174,,Easy,QL-002,ES-001,Express 174 as a product of prime factors.,2 x 3 x 29,174 = 2 x 3 x 29,174 = 2 \times 3 \times 29,"Break the number into prime factors.

The prime factorization of 174 is:

174 = 2 x 3 x 29

Answer: 2 x 3 x 29"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:126,CP-001,4468,,Medium,QL-003,ES-001,Write the prime factorization of 4468.,2^2 x 1117,4468 = 2^2 x 1117,4468 = 2^{2} \times 1117,"Break the number into prime factors.

The prime factorization of 4468 is:

4468 = 2^2 x 1117

Answer: 2^2 x 1117"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:127,CP-001,50,,Easy,QL-001,ES-001,Find the prime factorization of 50.,2 x 5^2,50 = 2 x 5^2,50 = 2 \times 5^{2},"Break the number into prime factors.

The prime factorization of 50 is:

50 = 2 x 5^2

Answer: 2 x 5^2"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:128,CP-001,267,,Medium,QL-003,ES-001,Write the prime factorization of 267.,3 x 89,267 = 3 x 89,267 = 3 \times 89,"Break the number into prime factors.

The prime factorization of 267 is:

267 = 3 x 89

Answer: 3 x 89"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:129,CP-001,46,,Easy,QL-003,ES-001,Write the prime factorization of 46.,2 x 23,46 = 2 x 23,46 = 2 \times 23,"Break the number into prime factors.

The prime factorization of 46 is:

46 = 2 x 23

Answer: 2 x 23"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:130,CP-001,180,,Easy,QL-002,ES-001,Express 180 as a product of prime factors.,2^2 x 3^2 x 5,180 = 2^2 x 3^2 x 5,180 = 2^{2} \times 3^{2} \times 5,"Break the number into prime factors.

The prime factorization of 180 is:

180 = 2^2 x 3^2 x 5

Answer: 2^2 x 3^2 x 5"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:131,CP-001,787,,Medium,QL-001,ES-001,Find the prime factorization of 787.,787,787 = 787,787 = 787,"Break the number into prime factors.

The prime factorization of 787 is:

787 = 787

Answer: 787"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:132,CP-001,65,,Easy,QL-003,ES-001,Write the prime factorization of 65.,5 x 13,65 = 5 x 13,65 = 5 \times 13,"Break the number into prime factors.

The prime factorization of 65 is:

65 = 5 x 13

Answer: 5 x 13"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:133,CP-001,4339,,Medium,QL-001,ES-001,Find the prime factorization of 4339.,4339,4339 = 4339,4339 = 4339,"Break the number into prime factors.

The prime factorization of 4339 is:

4339 = 4339

Answer: 4339"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:134,CP-001,2110,,Medium,QL-001,ES-001,Find the prime factorization of 2110.,2 x 5 x 211,2110 = 2 x 5 x 211,2110 = 2 \times 5 \times 211,"Break the number into prime factors.

The prime factorization of 2110 is:

2110 = 2 x 5 x 211

Answer: 2 x 5 x 211"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:135,CP-001,672,,Medium,QL-002,ES-001,Express 672 as a product of prime factors.,2^5 x 3 x 7,672 = 2^5 x 3 x 7,672 = 2^{5} \times 3 \times 7,"Break the number into prime factors.

The prime factorization of 672 is:

672 = 2^5 x 3 x 7

Answer: 2^5 x 3 x 7"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:136,CP-001,2793,,Medium,QL-003,ES-001,Write the prime factorization of 2793.,3 x 7^2 x 19,2793 = 3 x 7^2 x 19,2793 = 3 \times 7^{2} \times 19,"Break the number into prime factors.

The prime factorization of 2793 is:

2793 = 3 x 7^2 x 19

Answer: 3 x 7^2 x 19"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:137,CP-001,2538,,Medium,QL-003,ES-001,Write the prime factorization of 2538.,2 x 3^3 x 47,2538 = 2 x 3^3 x 47,2538 = 2 \times 3^{3} \times 47,"Break the number into prime factors.

The prime factorization of 2538 is:

2538 = 2 x 3^3 x 47

Answer: 2 x 3^3 x 47"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:138,CP-001,4693,,Medium,QL-002,ES-001,Express 4693 as a product of prime factors.,13 x 19^2,4693 = 13 x 19^2,4693 = 13 \times 19^{2},"Break the number into prime factors.

The prime factorization of 4693 is:

4693 = 13 x 19^2

Answer: 13 x 19^2"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:139,CP-001,163,,Easy,QL-002,ES-001,Express 163 as a product of prime factors.,163,163 = 163,163 = 163,"Break the number into prime factors.

The prime factorization of 163 is:

163 = 163

Answer: 163"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:140,CP-001,1735,,Medium,QL-001,ES-001,Find the prime factorization of 1735.,5 x 347,1735 = 5 x 347,1735 = 5 \times 347,"Break the number into prime factors.

The prime factorization of 1735 is:

1735 = 5 x 347

Answer: 5 x 347"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:141,CP-001,132,,Easy,QL-003,ES-001,Write the prime factorization of 132.,2^2 x 3 x 11,132 = 2^2 x 3 x 11,132 = 2^{2} \times 3 \times 11,"Break the number into prime factors.

The prime factorization of 132 is:

132 = 2^2 x 3 x 11

Answer: 2^2 x 3 x 11"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:142,CP-001,3309,,Medium,QL-003,ES-001,Write the prime factorization of 3309.,3 x 1103,3309 = 3 x 1103,3309 = 3 \times 1103,"Break the number into prime factors.

The prime factorization of 3309 is:

3309 = 3 x 1103

Answer: 3 x 1103"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:143,CP-001,159,,Easy,QL-003,ES-001,Write the prime factorization of 159.,3 x 53,159 = 3 x 53,159 = 3 \times 53,"Break the number into prime factors.

The prime factorization of 159 is:

159 = 3 x 53

Answer: 3 x 53"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:144,CP-001,124,,Easy,QL-001,ES-001,Find the prime factorization of 124.,2^2 x 31,124 = 2^2 x 31,124 = 2^{2} \times 31,"Break the number into prime factors.

The prime factorization of 124 is:

124 = 2^2 x 31

Answer: 2^2 x 31"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:145,CP-001,54,,Easy,QL-001,ES-001,Find the prime factorization of 54.,2 x 3^3,54 = 2 x 3^3,54 = 2 \times 3^{3},"Break the number into prime factors.

The prime factorization of 54 is:

54 = 2 x 3^3

Answer: 2 x 3^3"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:146,CP-001,2836,,Medium,QL-001,ES-001,Find the prime factorization of 2836.,2^2 x 709,2836 = 2^2 x 709,2836 = 2^{2} \times 709,"Break the number into prime factors.

The prime factorization of 2836 is:

2836 = 2^2 x 709

Answer: 2^2 x 709"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:147,CP-001,136,,Easy,QL-003,ES-001,Write the prime factorization of 136.,2^3 x 17,136 = 2^3 x 17,136 = 2^{3} \times 17,"Break the number into prime factors.

The prime factorization of 136 is:

136 = 2^3 x 17

Answer: 2^3 x 17"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:148,CP-001,1366,,Medium,QL-002,ES-001,Express 1366 as a product of prime factors.,2 x 683,1366 = 2 x 683,1366 = 2 \times 683,"Break the number into prime factors.

The prime factorization of 1366 is:

1366 = 2 x 683

Answer: 2 x 683"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:149,CP-001,2897,,Medium,QL-001,ES-001,Find the prime factorization of 2897.,2897,2897 = 2897,2897 = 2897,"Break the number into prime factors.

The prime factorization of 2897 is:

2897 = 2897

Answer: 2897"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:150,CP-001,4989,,Medium,QL-001,ES-001,Find the prime factorization of 4989.,3 x 1663,4989 = 3 x 1663,4989 = 3 \times 1663,"Break the number into prime factors.

The prime factorization of 4989 is:

4989 = 3 x 1663

Answer: 3 x 1663"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:151,CP-001,21804,,Hard,QL-003,ES-001,Write the prime factorization of 21804.,2^2 x 3 x 23 x 79,21804 = 2^2 x 3 x 23 x 79,21804 = 2^{2} \times 3 \times 23 \times 79,"Break the number into prime factors.

The prime factorization of 21804 is:

21804 = 2^2 x 3 x 23 x 79

Answer: 2^2 x 3 x 23 x 79"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:152,CP-001,541,,Medium,QL-001,ES-001,Find the prime factorization of 541.,541,541 = 541,541 = 541,"Break the number into prime factors.

The prime factorization of 541 is:

541 = 541

Answer: 541"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:153,CP-001,117,,Easy,QL-002,ES-001,Express 117 as a product of prime factors.,3^2 x 13,117 = 3^2 x 13,117 = 3^{2} \times 13,"Break the number into prime factors.

The prime factorization of 117 is:

117 = 3^2 x 13

Answer: 3^2 x 13"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:154,CP-001,3177,,Medium,QL-001,ES-001,Find the prime factorization of 3177.,3^2 x 353,3177 = 3^2 x 353,3177 = 3^{2} \times 353,"Break the number into prime factors.

The prime factorization of 3177 is:

3177 = 3^2 x 353

Answer: 3^2 x 353"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:155,CP-001,34,,Easy,QL-001,ES-001,Find the prime factorization of 34.,2 x 17,34 = 2 x 17,34 = 2 \times 17,"Break the number into prime factors.

The prime factorization of 34 is:

34 = 2 x 17

Answer: 2 x 17"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:156,CP-001,126,,Easy,QL-002,ES-001,Express 126 as a product of prime factors.,2 x 3^2 x 7,126 = 2 x 3^2 x 7,126 = 2 \times 3^{2} \times 7,"Break the number into prime factors.

The prime factorization of 126 is:

126 = 2 x 3^2 x 7

Answer: 2 x 3^2 x 7"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:157,CP-001,90513,,Hard,QL-002,ES-001,Express 90513 as a product of prime factors.,3^2 x 89 x 113,90513 = 3^2 x 89 x 113,90513 = 3^{2} \times 89 \times 113,"Break the number into prime factors.

The prime factorization of 90513 is:

90513 = 3^2 x 89 x 113

Answer: 3^2 x 89 x 113"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:158,CP-001,18,,Easy,QL-003,ES-001,Write the prime factorization of 18.,2 x 3^2,18 = 2 x 3^2,18 = 2 \times 3^{2},"Break the number into prime factors.

The prime factorization of 18 is:

18 = 2 x 3^2

Answer: 2 x 3^2"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:159,CP-001,4014,,Medium,QL-001,ES-001,Find the prime factorization of 4014.,2 x 3^2 x 223,4014 = 2 x 3^2 x 223,4014 = 2 \times 3^{2} \times 223,"Break the number into prime factors.

The prime factorization of 4014 is:

4014 = 2 x 3^2 x 223

Answer: 2 x 3^2 x 223"
NS-PF-001:CP-001:ns-pf-001-human-review:CP-001:160,CP-001,369,,Medium,QL-003,ES-001,Write the prime factorization of 369.,3^2 x 41,369 = 3^2 x 41,369 = 3^{2} \times 41,"Break the number into prime factors.

The prime factorization of 369 is:

369 = 3^2 x 41

Answer: 3^2 x 41"
