CP,difficulty,QL ID,ES ID,parameters,answer,reasoning trace
"CP01","Easy","QL-010","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:49"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-010"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-011","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:50"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-011"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-012","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:51"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-012"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-013","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:52"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-013"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-014","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:53"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-014"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-015","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:54"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-015"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-016","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:55"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-016"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-017","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:56"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-017"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""powerParity"",""operationType"":""power"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-018","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:57"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-018"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""subtractionParity"",""operationType"":""subtraction"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-019","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:58"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-019"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-020","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:59"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-020"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-001","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:60"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-001"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-002","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:61"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-002"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-003","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:62"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-003"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""subtractionParity"",""operationType"":""subtraction"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-004","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:63"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-004"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Hard","QL-005","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:64"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-005"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Hard","QL-006","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:65"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-006"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-007","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:66"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-007"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""powerParity"",""operationType"":""power"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Hard","QL-008","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:67"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-008"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-009","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:68"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-009"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Hard","QL-010","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:69"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-010"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-011","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:70"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-011"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-012","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:71"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-012"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-013","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:72"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-013"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-014","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:73"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-014"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-015","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:74"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-015"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-016","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:75"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-016"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-017","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:76"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-017"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""powerParity"",""operationType"":""power"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-018","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:77"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-018"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""subtractionParity"",""operationType"":""subtraction"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Hard","QL-019","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:78"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-019"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
