"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Number","Lower Bound","Upper Bound","Range Width","Position"
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:96","CP-001","Easy","Prime Classification","QL-001","ES-001","Is 83 a prime number?","Prime","Check the factors of the given number.

Since 83 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","83","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:97","CP-001","Easy","Prime Classification","QL-003","ES-002","Check if 50 is a prime number.","Composite","Check the factors of the given number.

Since 50 has more than two factors, it is a composite number.

Answer: Composite","50","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:98","CP-001","Hard","Prime Classification","QL-002","ES-001","Determine whether 1493 is prime or composite.","Prime","Check the factors of the given number.

Since 1493 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","1493","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:99","CP-001","Easy","Prime Classification","QL-001","ES-002","Is 98 a prime number?","Composite","Check the factors of the given number.

Since 98 has more than two factors, it is a composite number.

Answer: Composite","98","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:100","CP-001","Easy","Prime Classification","QL-003","ES-001","Check if 37 is a prime number.","Prime","Check the factors of the given number.

Since 37 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","37","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:101","CP-001","Hard","Prime Classification","QL-003","ES-002","Check if 2098 is a prime number.","Composite","Check the factors of the given number.

Since 2098 has more than two factors, it is a composite number.

Answer: Composite","2098","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:102","CP-001","Easy","Prime Classification","QL-001","ES-001","Is 3 a prime number?","Prime","Check the factors of the given number.

Since 3 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","3","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:103","CP-001","Medium","Prime Classification","QL-003","ES-002","Check if 333 is a prime number.","Composite","Check the factors of the given number.

Since 333 has more than two factors, it is a composite number.

Answer: Composite","333","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:104","CP-001","Easy","Prime Classification","QL-003","ES-001","Check if 43 is a prime number.","Prime","Check the factors of the given number.

Since 43 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","43","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:105","CP-001","Medium","Prime Classification","QL-002","ES-002","Determine whether 847 is prime or composite.","Composite","Check the factors of the given number.

Since 847 has more than two factors, it is a composite number.

Answer: Composite","847","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:106","CP-001","Easy","Prime Classification","QL-002","ES-001","Determine whether 97 is prime or composite.","Prime","Check the factors of the given number.

Since 97 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","97","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:107","CP-001","Hard","Prime Classification","QL-003","ES-002","Check if 1239 is a prime number.","Composite","Check the factors of the given number.

Since 1239 has more than two factors, it is a composite number.

Answer: Composite","1239","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:108","CP-001","Easy","Prime Classification","QL-001","ES-001","Is 89 a prime number?","Prime","Check the factors of the given number.

Since 89 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","89","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:109","CP-001","Easy","Prime Classification","QL-002","ES-002","Determine whether 88 is prime or composite.","Composite","Check the factors of the given number.

Since 88 has more than two factors, it is a composite number.

Answer: Composite","88","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:110","CP-001","Medium","Prime Classification","QL-002","ES-002","Determine whether 341 is prime or composite.","Composite","Check the factors of the given number.

Since 341 has more than two factors, it is a composite number.

Answer: Composite","341","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:111","CP-001","Hard","Prime Classification","QL-001","ES-001","Is 4057 a prime number?","Prime","Check the factors of the given number.

Since 4057 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","4057","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:112","CP-001","Medium","Prime Classification","QL-001","ES-002","Is 286 a prime number?","Composite","Check the factors of the given number.

Since 286 has more than two factors, it is a composite number.

Answer: Composite","286","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:113","CP-001","Hard","Prime Classification","QL-003","ES-001","Check if 1579 is a prime number.","Prime","Check the factors of the given number.

Since 1579 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","1579","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:114","CP-001","Hard","Prime Classification","QL-001","ES-002","Is 1851 a prime number?","Composite","Check the factors of the given number.

Since 1851 has more than two factors, it is a composite number.

Answer: Composite","1851","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:115","CP-001","Medium","Prime Classification","QL-003","ES-001","Check if 389 is a prime number.","Prime","Check the factors of the given number.

Since 389 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","389","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:116","CP-001","Medium","Prime Classification","QL-003","ES-002","Check if 948 is a prime number.","Composite","Check the factors of the given number.

Since 948 has more than two factors, it is a composite number.

Answer: Composite","948","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:117","CP-001","Easy","Prime Classification","QL-002","ES-001","Determine whether 3 is prime or composite.","Prime","Check the factors of the given number.

Since 3 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","3","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:118","CP-001","Medium","Prime Classification","QL-003","ES-002","Check if 143 is a prime number.","Composite","Check the factors of the given number.

Since 143 has more than two factors, it is a composite number.

Answer: Composite","143","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:119","CP-001","Hard","Prime Classification","QL-001","ES-001","Is 1867 a prime number?","Prime","Check the factors of the given number.

Since 1867 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","1867","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:120","CP-001","Medium","Prime Classification","QL-002","ES-001","Determine whether 131 is prime or composite.","Prime","Check the factors of the given number.

Since 131 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","131","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:121","CP-001","Medium","Prime Classification","QL-002","ES-002","Determine whether 741 is prime or composite.","Composite","Check the factors of the given number.

Since 741 has more than two factors, it is a composite number.

Answer: Composite","741","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:122","CP-001","Hard","Prime Classification","QL-002","ES-001","Determine whether 1051 is prime or composite.","Prime","Check the factors of the given number.

Since 1051 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","1051","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:123","CP-001","Medium","Prime Classification","QL-001","ES-002","Is 360 a prime number?","Composite","Check the factors of the given number.

Since 360 has more than two factors, it is a composite number.

Answer: Composite","360","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:124","CP-001","Easy","Prime Classification","QL-001","ES-001","Is 59 a prime number?","Prime","Check the factors of the given number.

Since 59 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","59","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:125","CP-001","Hard","Prime Classification","QL-001","ES-002","Is 3016 a prime number?","Composite","Check the factors of the given number.

Since 3016 has more than two factors, it is a composite number.

Answer: Composite","3016","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:126","CP-001","Medium","Prime Classification","QL-002","ES-001","Determine whether 547 is prime or composite.","Prime","Check the factors of the given number.

Since 547 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","547","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:127","CP-001","Hard","Prime Classification","QL-001","ES-002","Is 4145 a prime number?","Composite","Check the factors of the given number.

Since 4145 has more than two factors, it is a composite number.

Answer: Composite","4145","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:128","CP-001","Medium","Prime Classification","QL-001","ES-001","Is 307 a prime number?","Prime","Check the factors of the given number.

Since 307 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","307","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:129","CP-001","Easy","Prime Classification","QL-003","ES-002","Check if 95 is a prime number.","Composite","Check the factors of the given number.

Since 95 has more than two factors, it is a composite number.

Answer: Composite","95","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:130","CP-001","Medium","Prime Classification","QL-002","ES-002","Determine whether 781 is prime or composite.","Composite","Check the factors of the given number.

Since 781 has more than two factors, it is a composite number.

Answer: Composite","781","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:131","CP-001","Easy","Prime Classification","QL-003","ES-001","Check if 37 is a prime number.","Prime","Check the factors of the given number.

Since 37 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","37","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:132","CP-001","Easy","Prime Classification","QL-003","ES-002","Check if 98 is a prime number.","Composite","Check the factors of the given number.

Since 98 has more than two factors, it is a composite number.

Answer: Composite","98","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:133","CP-001","Hard","Prime Classification","QL-002","ES-001","Determine whether 3169 is prime or composite.","Prime","Check the factors of the given number.

Since 3169 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","3169","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:134","CP-001","Medium","Prime Classification","QL-003","ES-002","Check if 238 is a prime number.","Composite","Check the factors of the given number.

Since 238 has more than two factors, it is a composite number.

Answer: Composite","238","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:135","CP-001","Easy","Prime Classification","QL-003","ES-001","Check if 79 is a prime number.","Prime","Check the factors of the given number.

Since 79 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","79","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:136","CP-001","Hard","Prime Classification","QL-001","ES-002","Is 3122 a prime number?","Composite","Check the factors of the given number.

Since 3122 has more than two factors, it is a composite number.

Answer: Composite","3122","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:137","CP-001","Easy","Prime Classification","QL-001","ES-001","Is 13 a prime number?","Prime","Check the factors of the given number.

Since 13 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","13","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:138","CP-001","Easy","Prime Classification","QL-001","ES-002","Is 88 a prime number?","Composite","Check the factors of the given number.

Since 88 has more than two factors, it is a composite number.

Answer: Composite","88","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:139","CP-001","Hard","Prime Classification","QL-003","ES-001","Check if 1433 is a prime number.","Prime","Check the factors of the given number.

Since 1433 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","1433","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:140","CP-001","Easy","Prime Classification","QL-002","ES-001","Determine whether 83 is prime or composite.","Prime","Check the factors of the given number.

Since 83 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","83","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:141","CP-001","Easy","Prime Classification","QL-001","ES-002","Is 76 a prime number?","Composite","Check the factors of the given number.

Since 76 has more than two factors, it is a composite number.

Answer: Composite","76","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:142","CP-001","Easy","Prime Classification","QL-002","ES-001","Determine whether 23 is prime or composite.","Prime","Check the factors of the given number.

Since 23 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","23","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:143","CP-001","Medium","Prime Classification","QL-001","ES-002","Is 510 a prime number?","Composite","Check the factors of the given number.

Since 510 has more than two factors, it is a composite number.

Answer: Composite","510","","","",""
"NS-PRM-001:CP-001:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-001:144","CP-001","Hard","Prime Classification","QL-002","ES-001","Determine whether 3943 is prime or composite.","Prime","Check the factors of the given number.

Since 3943 has only two factors, 1 and itself, it is a prime number.

Answer: Prime","3943","","","",""
